grafo,threads,n,tiempo
ralo,16,300,843.317
ralo,32,300,1697.6
completo,1,300,112.611
completo,2,300,170.288
completo,4,300,239.945
completo,8,300,854.99
completo,16,300,1014.76
completo,32,300,2218.74
completo,1,300,114.537
completo,2,300,161.459
completo,4,300,238.779
completo,8,300,727.184
completo,16,300,1216.08
completo,32,300,2321.52
completo,1,300,104.855
completo,2,300,172.699
completo,4,300,229.229
completo,8,300,868.392
completo,16,300,1597.95
completo,32,300,1548.04
completo,1,300,102.668
completo,2,300,172.843
completo,4,300,216.076
completo,8,300,533.259
completo,16,300,1102.01
completo,32,300,983.332
completo,1,300,114.404
completo,2,300,169.414
completo,4,300,249.671
completo,8,300,1015.28
completo,16,300,1594.56
completo,32,300,1783.99
completo,1,300,108.082
completo,2,300,179.173
completo,4,300,251.001
completo,8,300,743.415
completo,16,300,1752.46
completo,32,300,999.74
completo,1,300,108.809
completo,2,300,169.507
completo,4,300,230.115
completo,8,300,874.168
completo,16,300,1180.95
completo,32,300,1762.52
completo,1,300,106.807
completo,2,300,165.807
completo,4,300,228.974
completo,8,300,775.884
completo,16,300,1721.56
completo,32,300,1829.27
completo,1,300,109.847
completo,2,300,163.629
completo,4,300,235.55
completo,8,300,537.468
completo,16,300,1177.23
completo,32,300,1657.77
completo,1,300,103.923
completo,2,300,184.456
completo,4,300,229.163
completo,8,300,902.054
completo,16,300,1547.77
completo,32,300,3227.72
arbol,1,400,2.28629
arbol,2,400,63.4713
arbol,4,400,23.1446
arbol,8,400,265.75
arbol,16,400,372.014
arbol,32,400,639.144
arbol,1,400,1.60803
arbol,2,400,62.2738
arbol,4,400,24.4194
arbol,8,400,209.849
arbol,16,400,370.57
arbol,32,400,662.383
arbol,1,400,1.65303
arbol,2,400,50.0595
arbol,4,400,21.6338
arbol,8,400,99.0262
arbol,16,400,583.887
arbol,32,400,525.901
arbol,1,400,1.53941
arbol,2,400,43.1107
arbol,4,400,32.8014
arbol,8,400,121.453
arbol,16,400,268.698
arbol,32,400,762.064
arbol,1,400,1.54117
arbol,2,400,48.0475
arbol,4,400,33.0628
arbol,8,400,247.179
arbol,16,400,382.674
arbol,32,400,912.696
arbol,1,400,1.46774
arbol,2,400,46.2225
arbol,4,400,41.7508
arbol,8,400,246.368
arbol,16,400,549.015
arbol,32,400,256.156
arbol,1,400,1.47606
arbol,2,400,58.3429
arbol,4,400,46.3266
arbol,8,400,67.7839
arbol,16,400,130.507
arbol,32,400,1043.38
arbol,1,400,1.50879
arbol,2,400,54.1361
arbol,4,400,50.4081
arbol,8,400,81.97
arbol,16,400,298.522
arbol,32,400,150.063
arbol,1,400,1.62503
arbol,2,400,45.9807
arbol,4,400,36.6154
arbol,8,400,69.8983
arbol,16,400,263.096
arbol,32,400,243.658
arbol,1,400,1.53261
arbol,2,400,46.5999
arbol,4,400,35.315
arbol,8,400,155.192
arbol,16,400,2325.54
arbol,32,400,1773.06
ralo,1,400,19.8764
ralo,2,400,60.6376
ralo,4,400,108.453
ralo,8,400,510.759
ralo,16,400,1946.64
ralo,32,400,3355.2
ralo,1,400,17.2011
ralo,2,400,64.3114
ralo,4,400,110.204
ralo,8,400,820.877
ralo,16,400,1773.71
ralo,32,400,2738.67
ralo,1,400,25.1412
ralo,2,400,73.9652
ralo,4,400,116.318
ralo,8,400,714.411
ralo,16,400,1799.04
ralo,32,400,1789.28
ralo,1,400,21.7464
ralo,2,400,72.7061
ralo,4,400,108.691
ralo,8,400,868.195
ralo,16,400,1631.65
ralo,32,400,3561.81
ralo,1,400,17.9084
ralo,2,400,64.6168
ralo,4,400,107.296
ralo,8,400,629.73
ralo,16,400,1900.43
ralo,32,400,2208.65
ralo,1,400,21.4965
ralo,2,400,68.2746
ralo,4,400,105.549
ralo,8,400,682.23
ralo,16,400,1765.43
ralo,32,400,4116.01
ralo,1,400,17.1149
ralo,2,400,71.2897
ralo,4,400,110.858
ralo,8,400,732.497
ralo,16,400,1773.72
ralo,32,400,3973.81
ralo,1,400,22.2635
ralo,2,400,71.1912
ralo,4,400,108.83
ralo,8,400,764.006
ralo,16,400,1291.35
ralo,32,400,2440.49
ralo,1,400,21.1497
ralo,2,400,79.1785
ralo,4,400,112.988
ralo,8,400,868.09
ralo,16,400,1762.79
ralo,32,400,3079.52
ralo,1,400,17.5807
ralo,2,400,67.661
ralo,4,400,115.022
ralo,8,400,779.434
ralo,16,400,1932.73
ralo,32,400,2609.36
completo,1,400,207.757
completo,2,400,309.822
completo,4,400,405.065
completo,8,400,1298.19
completo,16,400,2671.97
completo,32,400,3245.96
completo,1,400,201.155
completo,2,400,282.287
completo,4,400,415.971
completo,8,400,1148.21
completo,16,400,2246.33
completo,32,400,4440.96
completo,1,400,196.643
completo,2,400,305.491
completo,4,400,413.257
completo,8,400,1161.89
completo,16,400,2518.16
completo,32,400,2803.4
completo,1,400,201.62
completo,2,400,291.403
completo,4,400,417.352
completo,8,400,1066.95
completo,16,400,1970.48
completo,32,400,3663.69
completo,1,400,202.614
completo,2,400,298.677
completo,4,400,416.238
completo,8,400,1061.25
completo,16,400,2237.96
completo,32,400,4809.19
completo,1,400,195.265
completo,2,400,295.596
completo,4,400,403.666
completo,8,400,1090.25
completo,16,400,2115.17
completo,32,400,3582.72
completo,1,400,194.21
completo,2,400,285.691
completo,4,400,413.208
completo,8,400,1050.56
completo,16,400,2606.44
completo,32,400,3398.05
completo,1,400,196.758
completo,2,400,298.803
completo,4,400,403.205
completo,8,400,1257.79
completo,16,400,2338.83
completo,32,400,4177.8
completo,1,400,193.539
completo,2,400,305.137
completo,4,400,416.909
completo,8,400,1151.57
completo,16,400,2209.15
completo,32,400,4483.24
completo,1,400,202.439
completo,2,400,293.023
completo,4,400,409.705
completo,8,400,1200.92
completo,16,400,2338.96
completo,32,400,2433.35
arbol,1,500,2.00782
arbol,2,500,59.7557
arbol,4,500,28.0415
arbol,8,500,16.1249
arbol,16,500,38.7402
arbol,32,500,55.4123
arbol,1,500,2.08215
arbol,2,500,63.5272
arbol,4,500,17.8986
arbol,8,500,97.8368
arbol,16,500,277.866
arbol,32,500,1887.38
arbol,1,500,1.85339
arbol,2,500,59.8021
arbol,4,500,13.5832
arbol,8,500,25.7363
arbol,16,500,119.507
arbol,32,500,672.082
arbol,1,500,2.47072
arbol,2,500,79.4694
arbol,4,500,36.3281
arbol,8,500,87.7055
arbol,16,500,110.573
arbol,32,500,1305.1
arbol,1,500,2.5293
arbol,2,500,57.9808
arbol,4,500,34.8047
arbol,8,500,90.2366
arbol,16,500,73.1911
arbol,32,500,66.6954
arbol,1,500,1.92365
arbol,2,500,57.4909
arbol,4,500,47.0644
arbol,8,500,38.6529
arbol,16,500,169.304
arbol,32,500,385.284
arbol,1,500,2.06738
arbol,2,500,80.6651
arbol,4,500,15.5368
arbol,8,500,111.474
arbol,16,500,113.783
arbol,32,500,340.67
arbol,1,500,1.88125
arbol,2,500,46.8528
arbol,4,500,43.5294
arbol,8,500,29.5367
arbol,16,500,611.672
arbol,32,500,172.585
arbol,1,500,1.95186
arbol,2,500,48.1349
arbol,4,500,37.489
arbol,8,500,41.7897
arbol,16,500,273.062
arbol,32,500,49.7764
arbol,1,500,2.14576
arbol,2,500,51.6887
arbol,4,500,38.4066
arbol,8,500,83.4077
arbol,16,500,268.836
arbol,32,500,1140.47
ralo,1,500,32.5299
ralo,2,500,118.182
ralo,4,500,167.501
ralo,8,500,882.246
ralo,16,500,2707.02
ralo,32,500,6062.64
ralo,1,500,28.6199
ralo,2,500,112.112
ralo,4,500,186.941
ralo,8,500,1066.5
ralo,16,500,2667.28
ralo,32,500,5422.74
ralo,1,500,35.1262
ralo,2,500,118.78
ralo,4,500,194.453
ralo,8,500,974.954
ralo,16,500,2889.77
ralo,32,500,5541.47
ralo,1,500,30.5623
ralo,2,500,113.825
ralo,4,500,192.536
ralo,8,500,1025.25
ralo,16,500,2483.63
ralo,32,500,6089.58
ralo,1,500,35.6045
ralo,2,500,107.835
ralo,4,500,193.538
ralo,8,500,980.193
ralo,16,500,2568.88
ralo,32,500,4752.26
ralo,1,500,31.7215
ralo,2,500,89.0793
ralo,4,500,178.951
ralo,8,500,1034.26
ralo,16,500,2612.95
ralo,32,500,5871.33
ralo,1,500,28.5479
ralo,2,500,111.15
ralo,4,500,170.263
ralo,8,500,991.059
ralo,16,500,2213.7
ralo,32,500,4278.67
ralo,1,500,34.0443
ralo,2,500,101.33
ralo,4,500,163.057
ralo,8,500,910.789
ralo,16,500,2689.95
ralo,32,500,5551.14
ralo,1,500,36.0578
ralo,2,500,111.349
ralo,4,500,164.67
ralo,8,500,1142.19
ralo,16,500,2038.59
ralo,32,500,5090.68
ralo,1,500,31.6686
ralo,2,500,122.435
ralo,4,500,183.975
ralo,8,500,1111.11
ralo,16,500,2675.1
ralo,32,500,5427.99
completo,1,500,319.662
completo,2,500,451.216
completo,4,500,715.536
completo,8,500,1860.51
completo,16,500,3404.62
completo,32,500,7529.71
completo,1,500,317.575
completo,2,500,454.936
completo,4,500,693.311
completo,8,500,1384.83
completo,16,500,3448.56
completo,32,500,4489.87
completo,1,500,319.051
completo,2,500,454.015
completo,4,500,677.573
completo,8,500,1802.64
completo,16,500,3163.78
completo,32,500,5627.25
completo,1,500,312.69
completo,2,500,462.655
completo,4,500,696.983
completo,8,500,1582.18
completo,16,500,3714.36
completo,32,500,7116.62
completo,1,500,315.623
completo,2,500,469.507
completo,4,500,649.86
completo,8,500,1708.68
completo,16,500,3398.06
completo,32,500,2885.87
completo,1,500,319.022
completo,2,500,458.632
completo,4,500,654.731
completo,8,500,1712.42
completo,16,500,3273.7
completo,32,500,5812.33
completo,1,500,319.557
completo,2,500,460.579
completo,4,500,666.997
completo,8,500,2101.35
completo,16,500,3495.96
completo,32,500,5798.96
completo,1,500,310.458
completo,2,500,457.226
completo,4,500,658.662
completo,8,500,1766.93
completo,16,500,3451.78
completo,32,500,5090.77
completo,1,500,317.17
completo,2,500,464.457
completo,4,500,680.906
completo,8,500,1612.52
completo,16,500,2834.62
completo,32,500,6186.42
completo,1,500,316.97
completo,2,500,452.494
completo,4,500,665.674
completo,8,500,1704.51
completo,16,500,3100.68
completo,32,500,4125.79
arbol,1,600,2.37147
arbol,2,600,80.7895
arbol,4,600,39.9496
arbol,8,600,62.4939
arbol,16,600,126.968
arbol,32,600,414.234
arbol,1,600,2.25855
arbol,2,600,60.0071
arbol,4,600,22.9706
arbol,8,600,84.7725
arbol,16,600,206.219
arbol,32,600,411.265
arbol,1,600,2.45684
arbol,2,600,51.4889
arbol,4,600,41.1624
arbol,8,600,174.324
arbol,16,600,48.6879
arbol,32,600,470.844
arbol,1,600,2.26176
arbol,2,600,57.5406
arbol,4,600,41.3007
arbol,8,600,206.981
arbol,16,600,204.432
arbol,32,600,314.478
arbol,1,600,2.30583
arbol,2,600,47.4322
arbol,4,600,51.9511
arbol,8,600,116.047
arbol,16,600,82.71
arbol,32,600,120.056
arbol,1,600,2.33499
arbol,2,600,90.8988
arbol,4,600,44.292
arbol,8,600,119.559
arbol,16,600,401.727
arbol,32,600,151.258
arbol,1,600,2.23779
arbol,2,600,69.3177
arbol,4,600,39.6489
arbol,8,600,113.426
arbol,16,600,257.574
arbol,32,600,616.548
arbol,1,600,2.46243
arbol,2,600,62.0118
arbol,4,600,48.5739
arbol,8,600,204.761
arbol,16,600,105.246
arbol,32,600,225.918
arbol,1,600,2.91524
arbol,2,600,53.894
arbol,4,600,40.2925
arbol,8,600,86.1953
arbol,16,600,76.4855
arbol,32,600,458.174
arbol,1,600,2.37697
arbol,2,600,76.8011
arbol,4,600,49.5492
arbol,8,600,83.8049
arbol,16,600,110.524
arbol,32,600,255.457
ralo,1,600,44.8763
ralo,2,600,126.852
ralo,4,600,282.762
ralo,8,600,1348.32
ralo,16,600,3202.49
ralo,32,600,8383.98
ralo,1,600,42.8327
ralo,2,600,153.895
ralo,4,600,259.638
ralo,8,600,1114.85
ralo,16,600,2101.29
ralo,32,600,6984.31
ralo,1,600,42.2066
ralo,2,600,149.714
ralo,4,600,259.947
ralo,8,600,1296.4
ralo,16,600,2521.91
ralo,32,600,6742.96
ralo,1,600,47.6268
ralo,2,600,157.276
ralo,4,600,259.846
ralo,8,600,1302.07
ralo,16,600,2620.28
ralo,32,600,9205.67
ralo,1,600,42.091
ralo,2,600,141.441
ralo,4,600,263.643
ralo,8,600,1230.12
ralo,16,600,3674.06
ralo,32,600,7897.28
ralo,1,600,46.6728
ralo,2,600,153.174
ralo,4,600,252.538
ralo,8,600,1235.27
ralo,16,600,3215.81
ralo,32,600,4708.42
ralo,1,600,44.7537
ralo,2,600,122.421
ralo,4,600,283.419
ralo,8,600,1209.59
ralo,16,600,3799.42
ralo,32,600,9445.89
ralo,1,600,42.5383
ralo,2,600,140.64
ralo,4,600,265.488
ralo,8,600,1400.03
ralo,16,600,3148.13
ralo,32,600,4884.51
ralo,1,600,42.5997
ralo,2,600,136.362
ralo,4,600,262.25
ralo,8,600,1266.97
ralo,16,600,3230.49
ralo,32,600,4483.68
ralo,1,600,41.5462
ralo,2,600,143.219
ralo,4,600,273.899
ralo,8,600,1070.78
ralo,16,600,3859.14
ralo,32,600,7650.28
completo,1,600,482.488
completo,2,600,681.029
completo,4,600,996.064
completo,8,600,2689.47
completo,16,600,4504.26
completo,32,600,9327.95
completo,1,600,480.296
completo,2,600,666.358
completo,4,600,1090.12
completo,8,600,2674.5
completo,16,600,4200.02
completo,32,600,8355.92
completo,1,600,478.958
completo,2,600,670.592
completo,4,600,1023.68
completo,8,600,2643.75
completo,16,600,4904.42
completo,32,600,7568.28
completo,1,600,478.772
completo,2,600,665.797
completo,4,600,1017.95
completo,8,600,2956.13
completo,16,600,5190.98
completo,32,600,6068.11
completo,1,600,478.176
completo,2,600,691.104
completo,4,600,1020.1
completo,8,600,2546.47
completo,16,600,4248.97
completo,32,600,9335.78
completo,1,600,484.784
completo,2,600,667.517
completo,4,600,1000.83
completo,8,600,2777.14
completo,16,600,4780.25
completo,32,600,6194.44
completo,1,600,475.324
completo,2,600,676.997
completo,4,600,1145.26
completo,8,600,2642.03
completo,16,600,4142.86
completo,32,600,7844.76
completo,1,600,479.21
completo,2,600,676.512
completo,4,600,1006.1
completo,8,600,2546.14
completo,16,600,5000.58
completo,32,600,8768.64
completo,1,600,483.289
completo,2,600,662.976
completo,4,600,1091.08
completo,8,600,2696.26
completo,16,600,4822.18
completo,32,600,6372.5
completo,1,600,472.421
completo,2,600,682.278
completo,4,600,1130.41
completo,8,600,2334.14
completo,16,600,4404.98
completo,32,600,5708.92
arbol,1,700,2.85998
arbol,2,700,64.959
arbol,4,700,73.0233
arbol,8,700,170.076
arbol,16,700,452.205
arbol,32,700,976.032
arbol,1,700,2.67376
arbol,2,700,62.2519
arbol,4,700,49.7274
arbol,8,700,53.7282
arbol,16,700,512.935
arbol,32,700,1291.34
arbol,1,700,2.81894
arbol,2,700,76.7063
arbol,4,700,131.825
arbol,8,700,120.125
arbol,16,700,1007.95
arbol,32,700,312.824
arbol,1,700,2.82989
arbol,2,700,98.7621
arbol,4,700,132.145
arbol,8,700,135.881
arbol,16,700,271.381
arbol,32,700,3197.27
arbol,1,700,3.06012
arbol,2,700,107.447
arbol,4,700,48.4994
arbol,8,700,263.914
arbol,16,700,162.71
arbol,32,700,2728.47
arbol,1,700,3.05709
arbol,2,700,73.2555
arbol,4,700,146.113
arbol,8,700,194.463
arbol,16,700,179.738
arbol,32,700,2455.07
arbol,1,700,2.6295
arbol,2,700,103.206
arbol,4,700,108.321
arbol,8,700,199.969
arbol,16,700,1157.17
arbol,32,700,2449.56
arbol,1,700,2.63237
arbol,2,700,113.808
arbol,4,700,164.383
arbol,8,700,378.152
arbol,16,700,257.409
arbol,32,700,183.048
arbol,1,700,2.74651
arbol,2,700,118.56
arbol,4,700,75.5505
arbol,8,700,202.626
arbol,16,700,433.483
arbol,32,700,306.594
arbol,1,700,2.73441
arbol,2,700,86.6264
arbol,4,700,52.3446
arbol,8,700,140.811
arbol,16,700,409.082
arbol,32,700,680.813
ralo,1,700,64.0567
ralo,2,700,176.26
ralo,4,700,334.344
ralo,8,700,1580.51
ralo,16,700,4146.21
ralo,32,700,7884.24
ralo,1,700,58.972
ralo,2,700,157.289
ralo,4,700,329.859
ralo,8,700,1787.2
ralo,16,700,3567.67
ralo,32,700,9658.36
ralo,1,700,66.8422
ralo,2,700,174.406
ralo,4,700,338.146
ralo,8,700,1696.84
ralo,16,700,4001.69
ralo,32,700,8618.82
ralo,1,700,63.7276
ralo,2,700,185.04
ralo,4,700,346.964
ralo,8,700,1607.6
ralo,16,700,4423.52
ralo,32,700,9282.02
ralo,1,700,57.7194
ralo,2,700,174.931
ralo,4,700,350.129
ralo,8,700,1564.14
ralo,16,700,4333.36
ralo,32,700,9038.75
ralo,1,700,57.3575
ralo,2,700,183.401
ralo,4,700,345.206
ralo,8,700,1558.92
ralo,16,700,4467.11
ralo,32,700,8479.31
ralo,1,700,56.8345
ralo,2,700,178.167
ralo,4,700,341.223
ralo,8,700,1666.74
ralo,16,700,4014.99
ralo,32,700,9201.81
ralo,1,700,61.2417
ralo,2,700,182.909
ralo,4,700,338.35
ralo,8,700,1415.21
ralo,16,700,4039.51
ralo,32,700,6431.13
ralo,1,700,65.4074
ralo,2,700,165.666
ralo,4,700,333.599
ralo,8,700,1715.54
ralo,16,700,3559.91
ralo,32,700,8492.7
ralo,1,700,64.6523
ralo,2,700,179.054
ralo,4,700,338.371
ralo,8,700,1562.87
ralo,16,700,3471.25
ralo,32,700,9689.8
completo,1,700,673.768
completo,2,700,925.78
completo,4,700,1390.5
completo,8,700,3450.27
completo,16,700,7405.29
completo,32,700,10605.3
completo,1,700,656.744
completo,2,700,939.405
completo,4,700,1437.33
completo,8,700,3642.39
completo,16,700,7826.59
completo,32,700,11605.4
completo,1,700,672.905
completo,2,700,905.18
completo,4,700,1325.78
completo,8,700,3398.68
completo,16,700,7610.52
completo,32,700,12811.4
completo,1,700,665.174
completo,2,700,935.035
completo,4,700,1546.04
completo,8,700,4175.88
completo,16,700,5987.28
completo,32,700,15290.8
completo,1,700,669.292
completo,2,700,928.063
completo,4,700,1419.03
completo,8,700,3327.79
completo,16,700,7198.05
completo,32,700,10078.4
completo,1,700,662.649
completo,2,700,927.598
completo,4,700,1509.02
completo,8,700,3668.75
completo,16,700,6108.14
completo,32,700,12580.2
completo,1,700,667.179
completo,2,700,912.044
completo,4,700,1417.13
completo,8,700,3872.85
completo,16,700,6805.59
completo,32,700,11713.1
completo,1,700,671.186
completo,2,700,915.498
completo,4,700,1548.58
completo,8,700,3065.96
completo,16,700,7125.5
completo,32,700,11259
completo,1,700,662.16
completo,2,700,917.895
completo,4,700,1428.79
completo,8,700,3059.55
completo,16,700,6478.59
completo,32,700,13661.5
completo,1,700,660.118
completo,2,700,933.518
completo,4,700,1294.96
completo,8,700,3465.57
completo,16,700,7150.97
completo,32,700,13959.1
arbol,1,800,5.37764
arbol,2,800,139.226
arbol,4,800,65.3085
arbol,8,800,245.112
arbol,16,800,77.338
arbol,32,800,380.966
arbol,1,800,3.11178
arbol,2,800,103.539
arbol,4,800,80.6122
arbol,8,800,94.6095
arbol,16,800,195.029
arbol,32,800,476.459
arbol,1,800,3.11014
arbol,2,800,191.456
arbol,4,800,132.861
arbol,8,800,395.865
arbol,16,800,291.374
arbol,32,800,307.673
arbol,1,800,3.05311
arbol,2,800,104.831
arbol,4,800,69.0467
arbol,8,800,122.293
arbol,16,800,1194.41
arbol,32,800,1014.79
arbol,1,800,3.04002
arbol,2,800,105.468
arbol,4,800,77.0616
arbol,8,800,185.717
arbol,16,800,375.907
arbol,32,800,548.182
arbol,1,800,3.00353
arbol,2,800,124.742
arbol,4,800,54.7838
arbol,8,800,195.297
arbol,16,800,380.277
arbol,32,800,925.751
arbol,1,800,4.02058
arbol,2,800,127.632
arbol,4,800,118.448
arbol,8,800,142.031
arbol,16,800,180.068
arbol,32,800,1261.34
arbol,1,800,3.4568
arbol,2,800,98.1809
arbol,4,800,60.5139
arbol,8,800,191.446
arbol,16,800,268.411
arbol,32,800,436.89
arbol,1,800,3.07349
arbol,2,800,123.083
arbol,4,800,56.584
arbol,8,800,98.0347
arbol,16,800,201.286
arbol,32,800,370.908
arbol,1,800,3.06665
arbol,2,800,144.758
arbol,4,800,69.0702
arbol,8,800,60.0729
arbol,16,800,355.03
arbol,32,800,1034.09
ralo,1,800,77.8941
ralo,2,800,237.304
ralo,4,800,418.587
ralo,8,800,1510.64
ralo,16,800,4102.79
ralo,32,800,6985.25
ralo,1,800,75.3967
ralo,2,800,221.854
ralo,4,800,392.24
ralo,8,800,1589.24
ralo,16,800,4296.33
ralo,32,800,5849.38
ralo,1,800,75.9071
ralo,2,800,243.421
ralo,4,800,405.711
ralo,8,800,1766.68
ralo,16,800,4176.82
ralo,32,800,5904.69
ralo,1,800,75.1994
ralo,2,800,227.932
ralo,4,800,428.002
ralo,8,800,1714.53
ralo,16,800,3633.98
ralo,32,800,9126.04
ralo,1,800,77.564
ralo,2,800,226.429
ralo,4,800,426.588
ralo,8,800,1603.65
ralo,16,800,3780.68
ralo,32,800,6810.98
ralo,1,800,74.8816
ralo,2,800,246.977
ralo,4,800,384.037
ralo,8,800,1667.18
ralo,16,800,3689.33
ralo,32,800,10800.5
ralo,1,800,81.0966
ralo,2,800,240.644
ralo,4,800,421.869
ralo,8,800,1641.24
ralo,16,800,4126.35
ralo,32,800,9884.06
ralo,1,800,75.1748
ralo,2,800,219.205
ralo,4,800,423.566
ralo,8,800,1668.33
ralo,16,800,4084.64
ralo,32,800,7894.97
ralo,1,800,78.7426
ralo,2,800,239.567
ralo,4,800,428.639
ralo,8,800,1617.68
ralo,16,800,3801
ralo,32,800,6680.76
ralo,1,800,87.3603
ralo,2,800,211.591
ralo,4,800,415.17
ralo,8,800,1777.96
ralo,16,800,4015.89
ralo,32,800,9288.46
completo,1,800,914.253
completo,2,800,1226.35
completo,4,800,1826.21
completo,8,800,4201.19
completo,16,800,8636.66
completo,32,800,12881.5
completo,1,800,907.98
completo,2,800,1223.74
completo,4,800,1840.49
completo,8,800,4588.03
completo,16,800,8756.77
completo,32,800,16290.7
completo,1,800,919.525
completo,2,800,1224.09
completo,4,800,1799.25
completo,8,800,4004.91
completo,16,800,8307.54
completo,32,800,9740.67
completo,1,800,906.125
completo,2,800,1226.88
completo,4,800,1817.21
completo,8,800,5003.84
completo,16,800,8459.31
completo,32,800,21644.6
completo,1,800,901.124
completo,2,800,1227.96
completo,4,800,1845.33
completo,8,800,4298.01
completo,16,800,8418.96
completo,32,800,12622.5
completo,1,800,896.683
completo,2,800,1243.91
completo,4,800,1792.17
completo,8,800,4327.05
completo,16,800,7201
completo,32,800,17707.7
completo,1,800,896.832
completo,2,800,1208.92
completo,4,800,1838.14
completo,8,800,3898.61
completo,16,800,5038.84
completo,32,800,14710
completo,1,800,899.601
completo,2,800,1230.42
completo,4,800,1808.58
completo,8,800,4080.23
completo,16,800,7458.1
completo,32,800,17419.2
completo,1,800,907.566
completo,2,800,1250.4
completo,4,800,1834.52
completo,8,800,4207.47
completo,16,800,8596.74
completo,32,800,18365.3
completo,1,800,914.162
completo,2,800,1218.94
completo,4,800,1778.17
completo,8,800,3862.98
completo,16,800,9030
completo,32,800,14305.8
arbol,1,900,3.56282
arbol,2,900,166.284
arbol,4,900,70.5358
arbol,8,900,230.485
arbol,16,900,1680.36
arbol,32,900,987.554
arbol,1,900,3.95927
arbol,2,900,159.968
arbol,4,900,87.7591
arbol,8,900,267.192
arbol,16,900,189.389
arbol,32,900,224.425
arbol,1,900,3.62486
arbol,2,900,187.424
arbol,4,900,33.8998
arbol,8,900,252.725
arbol,16,900,472.556
arbol,32,900,1930.6
arbol,1,900,3.42274
arbol,2,900,169.71
arbol,4,900,190.342
arbol,8,900,164.895
arbol,16,900,402.589
arbol,32,900,748.496
arbol,1,900,3.866
arbol,2,900,137.178
arbol,4,900,132.056
arbol,8,900,167.599
arbol,16,900,1742.6
arbol,32,900,1521.53
arbol,1,900,3.51733
arbol,2,900,167.102
arbol,4,900,208.247
arbol,8,900,289.713
arbol,16,900,270.55
arbol,32,900,1757.39
arbol,1,900,5.22914
arbol,2,900,149.174
arbol,4,900,104.052
arbol,8,900,421.193
arbol,16,900,1477.08
arbol,32,900,1095.97
arbol,1,900,3.88449
arbol,2,900,131.46
arbol,4,900,84.4096
arbol,8,900,196.788
arbol,16,900,303.048
arbol,32,900,191.856
arbol,1,900,3.70448
arbol,2,900,162.867
arbol,4,900,133.187
arbol,8,900,389.385
arbol,16,900,408.522
arbol,32,900,401.298
arbol,1,900,4.69657
arbol,2,900,159.356
arbol,4,900,110.24
arbol,8,900,555.205
arbol,16,900,717.952
arbol,32,900,573.051
ralo,1,900,107.322
ralo,2,900,313.33
ralo,4,900,569.6
ralo,8,900,2177.84
ralo,16,900,5544.83
ralo,32,900,13373.2
ralo,1,900,110.867
ralo,2,900,270.884
ralo,4,900,575.625
ralo,8,900,2180.94
ralo,16,900,5313.04
ralo,32,900,12669.5
ralo,1,900,101.612
ralo,2,900,311.896
ralo,4,900,581.05
ralo,8,900,2321.2
ralo,16,900,6377.45
ralo,32,900,14680.7
ralo,1,900,108.769
ralo,2,900,295.766
ralo,4,900,571.051
ralo,8,900,2197.05
ralo,16,900,6454.14
ralo,32,900,12687.2
ralo,1,900,98.8543
ralo,2,900,298.718
ralo,4,900,578.704
ralo,8,900,2383.13
ralo,16,900,6231.68
ralo,32,900,12372.6
ralo,1,900,98.1819
ralo,2,900,296.968
ralo,4,900,576.794
ralo,8,900,2266.9
ralo,16,900,5614.14
ralo,32,900,11778.5
ralo,1,900,98.5737
ralo,2,900,294.983
ralo,4,900,579.152
ralo,8,900,2398.2
ralo,16,900,5148.89
ralo,32,900,12847.7
ralo,1,900,103.15
ralo,2,900,275.035
ralo,4,900,570.284
ralo,8,900,2451.4
ralo,16,900,5735.13
ralo,32,900,15602.3
ralo,1,900,97.5558
ralo,2,900,281.329
ralo,4,900,572.851
ralo,8,900,2201.99
ralo,16,900,5549.48
ralo,32,900,11266.4
ralo,1,900,102.769
ralo,2,900,298.384
ralo,4,900,572.039
ralo,8,900,2313.92
ralo,16,900,6139.87
ralo,32,900,14307.8
completo,1,900,1182.44
completo,2,900,1592.1
completo,4,900,2320.36
completo,8,900,5509.18
completo,16,900,10022.4
completo,32,900,20340.9
completo,1,900,1170.94
completo,2,900,1591.84
completo,4,900,2314.58
completo,8,900,5434.18
completo,16,900,9513.75
completo,32,900,12607.9
completo,1,900,1158.8
completo,2,900,1599.18
completo,4,900,2325.95
completo,8,900,5013.77
completo,16,900,10110.5
completo,32,900,12964.3
completo,1,900,1166.78
completo,2,900,1584.05
completo,4,900,2357.9
completo,8,900,4935.76
completo,16,900,10451.8
completo,32,900,19829.5
completo,1,900,1175.49
completo,2,900,1586.17
completo,4,900,2244.02
completo,8,900,5661.41
completo,16,900,9785.66
completo,32,900,16899.4
completo,1,900,1168.57
completo,2,900,1584.13
completo,4,900,2328.67
completo,8,900,4993.65
completo,16,900,10195.4
completo,32,900,16146.1
completo,1,900,1170.47
completo,2,900,1597.08
completo,4,900,2303.55
completo,8,900,5429.43
completo,16,900,12157.6
completo,32,900,18537.8
completo,1,900,1163.25
completo,2,900,1611.26
completo,4,900,2289.36
completo,8,900,5390.07
completo,16,900,10249.2
completo,32,900,18446.4
completo,1,900,1176.81
completo,2,900,1603.4
completo,4,900,2285
completo,8,900,5603.17
completo,16,900,9997.5
completo,32,900,17149
completo,1,900,1181.6
completo,2,900,1600.03
completo,4,900,2224.92
completo,8,900,4901.05
completo,16,900,8960.8
completo,32,900,19873
arbol,1,1000,5.70997
arbol,2,1000,148.31
